Name,City,Beds,Baths,Guests,Revenue Potential,Days Available,Revenue,Occupancy,Daily Rate,Rating
"F2 equipped, 15 minutes from Paris, parking, air conditioning",Bourg-la-Reine,1 Bed,1 Bath,4 Guests,€24.3k,334,€22.5k,77%,€87.1,5 (79)
1 bedroom appartment airco - city center,Bourg-la-Reine,1 Bed,1 Bath,3 Guests,€24.9k,325,€22.5k,90%,€76.7,5 (131)
Garden studio very close to Paris,Bourg-la-Reine,1 Bed,1 Bath,2 Guests,€21.9k,350,€20.9k,95%,€62.7,5 (281)
Bourg La Reine Spacing Cosy Apartment,Bourg-la-Reine,3 Bed,1 Bath,6 Guests,€20.6k,358,€20.6k,42%,€138.5,4 (16)
Duplex aux Portes de Paris,Bourg-la-Reine,1 Bed,1.5 Bath,2 Guests,€19.9k,352,€19.1k,58%,€93.8,5 (39)
✅ IDEAL PRO & TOURISME ✅ NETFLIX + WIFI + EASY 🔑,Bourg-la-Reine,1 Bed,1 Bath,2 Guests,€21.6k,316,€19k,56%,€106.9,5 (130)
Spacious apartment - direct RER B Paris in 15min,Bourg-la-Reine,1 Bed,1 Bath,5 Guests,€19.3k,340,€18.8k,63%,€87.2,5 (54)
Peaceful Paris in Bourg la Reine / Keep quiet & take close to Paris,Bourg-la-Reine,1 Bed,1 Bath,2 Guests,€21.3k,285,€18.6k,88%,€74.3,0 (2)
Home on the outskirts of Paris!,Bourg-la-Reine,1 Bed,1 Bath,3 Guests,€17.9k,366,€17.9k,78%,€62.5,4 (55)
"Confortable flat in downtown, parking, 5' RER B",Bourg-la-Reine,2 Bed,1 Bath,4 Guests,€22.4k,278,€17.8k,54%,€117.9,5 (42)
"Le Ciel: Studio 30 m2, not opposite, RERB 12 min away",Bourg-la-Reine,0 Bed,1.5 Bath,2 Guests,€15.2k,247,€15.2k,77%,€80.3,5 (26)
Bourg-la-Reine: 20 sqm apartment (2 rooms),Bourg-la-Reine,1 Bed,1 Bath,2 Guests,€15.2k,352,€14.4k,48%,€85,5 (61)
Bourg La Reine Tranquil Haven,Bourg-la-Reine,1 Bed,1 Bath,4 Guests,€14k,283,€13.3k,44%,€107.6,4 (16)
Charming family house swimming pool,Bourron-Marlotte,5 Bed,3 Bath,10 Guests,€97.3k,305,€86.9k,64%,€445.9,5 (108)
"Le Clos Marlottin, in a large beautiful property",Bourron-Marlotte,3 Bed,1.5 Bath,8 Guests,€26.8k,309,€26.2k,19%,€444.1,5 (26)
Home cocooning,Bourron-Marlotte,3 Bed,3 Bath,6 Guests,€18.2k,106,€17.7k,45%,€368.8,5 (1)
Country house with pool 1 hour from Paris,Bourron-Marlotte,4 Bed,2 Bath,8 Guests,€15.4k,59,€15.3k,76%,€341,5 (2)
Shared studio and pool near Fontainebleau!,Bourron-Marlotte,0 Bed,1 Bath,2 Guests,€16.5k,309,€15.1k,61%,€79.4,5 (34)
Appendix indep./2 bedrooms/lunch. Microwave.,Bourron-Marlotte,2 Bed,1 Bath,4 Guests,€14.9k,363,€14.7k,56%,€71.9,5 (257)
Nice studio - quiet - garden - shared pool,Bourron-Marlotte,1 Bed,1 Bath,4 Guests,€13.5k,289,€13k,39%,€114,5 (35)
House on the edge of the Fontainebleau forest,Bourron-Marlotte,2 Bed,2 Bath,5 Guests,€13.3k,332,€12.5k,24%,€155.8,5 (53)
Small townhouse in the heart of the village,Bourron-Marlotte,1 Bed,1 Bath,4 Guests,€11.6k,352,€11.2k,53%,€59.6,5 (330)
Architect's villa in Bourron Marlotte,Bourron-Marlotte,4 Bed,2 Bath,7 Guests,€27.3k,91,€10.8k,55%,€217,5 (13)
Charming family home,Bourron-Marlotte,3 Bed,2 Bath,6 Guests,€9.8k,127,€9.8k,29%,€265.8,0 (0)
Bed and breakfasts 01,Bourron-Marlotte,1 Bed,1.5 Bath,2 Guests,€11.7k,218,€9.5k,28%,€157.7,5 (4)
"Le Clos Marlotte, Warm house, Pets ok",Bourron-Marlotte,2 Bed,1 Bath,4 Guests,€14.8k,156,€9.3k,57%,€104.7,5 (60)
03 Warm stay 5min from Bleau!,Bourron-Marlotte,2 Bed,1 Bath,7 Guests,€8.7k,227,€8.5k,23%,€163.7,5 (20)
Nice little country house on courtyard,Bourron-Marlotte,3 Bed,2 Bath,4 Guests,€16.8k,181,€8.2k,64%,€70.9,5 (31)
01 Bellifontaine getaway near the large parquet floor,Bourron-Marlotte,1 Bed,1 Bath,4 Guests,€8.6k,288,€8.1k,31%,€89.5,4 (51)
Bed and breakfast 02,Bourron-Marlotte,1 Bed,1 Bath,2 Guests,€9.3k,197,€8k,27%,€148.9,5 (2)
Private room in Bourron Marlotte,Bourron-Marlotte,1 Bed,1 Bath,2 Guests,€10.5k,275,€7.6k,39%,€70.8,5 (45)
Moulin de Rochopt,Boussy-Saint-Antoine,2 Bed,3.5 Bath,6 Guests,€16.1k,117,€16.1k,38%,€365,5 (4)
🌟 UREU SPAM❤️ 🌟 BOUSSY🌟 🍀wellness for two,Boussy-Saint-Antoine,1 Bed,1 Bath,2 Guests,€12.4k,331,€11.3k,19%,€176.8,5 (210)
Mini Home,Boussy-Saint-Antoine,1 Bed,1 Bath,2 Guests,€8.4k,179,€8.3k,80%,€58.4,5 (30)
Daffodil Villa,Boussy-Saint-Antoine,3 Bed,1 Bath,6 Guests,€7.2k,258,€7.2k,33%,€84.2,0 (0)
Farmhouse 15 pers. riverside,Boussy-Saint-Antoine,3 Bed,1 Bath,15 Guests,€7.6k,39,€6.2k,31%,€514.9,5 (2)
Bienvenue chez nous,Boussy-Saint-Antoine,1 Bed,1 Bath,4 Guests,€8.2k,148,€5.7k,48%,€80.6,5 (47)
independent 2 bedroom accommodation on the ground floor of1 house,Boussy-Saint-Antoine,2 Bed,1 Bath,4 Guests,€5.4k,256,€4.4k,21%,€83.3,5 (46)
Beautifully decorated quiet room - 35' Paris,Boussy-Saint-Antoine,1 Bed,1 Bath,2 Guests,€5.3k,270,€4k,41%,€36,5 (38)
F3 à louer pour juillet août,Boussy-Saint-Antoine,1 Bed,1 Bath,5 Guests,€3.3k,46,€3.3k,41%,€171.8,0 (0)
Beautifully decorated quiet suite,Boussy-Saint-Antoine,1 Bed,1 Bath,2 Guests,€5.2k,36,€2.7k,56%,€133.2,0 (0)
Chambre d''hôte Boussy-St-Antoine,Boussy-Saint-Antoine,1 Bed,1 Bath,2 Guests,€2.6k,203,€2.6k,42%,€29.9,5 (4)
House 5min from the RER d and shopping center,Boussy-Saint-Antoine,0 Bed,1 Bath,1 Guests,€2.9k,182,€1.9k,39%,€27.1,5 (5)
private condominium,Boussy-Saint-Antoine,1 Bed,1 Bath,4 Guests,€4k,50,€1.9k,68%,€54.9,5 (5)
Chambre privée N° 3 30 minutes from Paris,Boussy-Saint-Antoine,1 Bed,1 Bath,1 Guests,€8.7k,78,€1.7k,100%,€22.4,4 (48)
Great apartment between Nature and Paris!,Boussy-Saint-Antoine,3 Bed,1 Bath,5 Guests,€1.2k,14,€1.2k,93%,€91,5 (6)
Private room N° 2 30 minutes from Paris,Boussy-Saint-Antoine,1 Bed,1 Bath,1 Guests,€3.2k,144,€1.1k,31%,€26.1,5 (34)
Apartment with open views near Paris,Boussy-Saint-Antoine,1 Bed,1 Bath,4 Guests,€1.6k,47,€989.5,26%,€82.5,5 (1)
Independent studio with garden,Boussy-Saint-Antoine,1 Bed,1 Bath,2 Guests,€5k,67,€955.5,19%,€73.5,5 (2)
12m2 bedroom upstairs nice and cozy.,Boutigny-sur-Essonne,0 Bed,1 Bath,2 Guests,€11.3k,362,€11.2k,72%,€43,5 (7)
welcoming room in a quiet area,Boutigny-sur-Essonne,0 Bed,1.5 Bath,2 Guests,€9.9k,324,€9.3k,60%,€47.9,5 (5)
Charming little house,Boutigny-sur-Essonne,1 Bed,1 Bath,5 Guests,€6.2k,173,€6.1k,23%,€156.3,5 (3)
Corner of paradise,Boutigny-sur-Essonne,4 Bed,2 Bath,10 Guests,€3.9k,49,€3.9k,59%,€134.9,5 (28)
Couette et Café The Agency,Boutigny-sur-Essonne,1 Bed,1 Bath,2 Guests,€3.3k,125,€3k,25%,€95.2,5 (3)
Couette et Café Chez Adrien,Boutigny-sur-Essonne,1 Bed,1 Bath,2 Guests,€3k,104,€2.6k,30%,€84.1,5 (5)
Guesthouse,Boutigny-sur-Essonne,1 Bed,1 Bath,2 Guests,€2.8k,95,€2.4k,35%,€71.8,4 (2)
Kiki's Nest - Entire place,Boutigny-sur-Essonne,1 Bed,1 Bath,4 Guests,€2.1k,122,€2k,20%,€79.3,5 (7)
Beautiful estate in Boutigny,Boutigny-sur-Essonne,1 Bed,1 Bath,2 Guests,€141.5,5,€141.5,20%,€141.5,0 (0)
Independent house,Boutigny-sur-Essonne,1 Bed,1 Bath,4 Guests,€104.7,28,€104.7,4%,€104.7,0 (0)
Detached house,Boutigny-sur-Essonne,3 Bed,2 Bath,3 Guests,€1.8k,3,€90,67%,€45,5 (3)
Le Moulin de Madame on the banks of the Betz Bransles,Bransles,4 Bed,5 Bath,10 Guests,€85.7k,366,€85.7k,57%,€411.8,5 (20)
La Maison d'Eden · Tennis · Billard · 1h to Paris,Bransles,5 Bed,3 Bath,12 Guests,€103.6k,98,€38.7k,46%,€860,5 (55)
"Country house ""A n'est for the night"" (pets welcome!)",Bransles,4 Bed,2 Bath,10 Guests,€29.5k,364,€29.3k,49%,€163.8,4 (9)
A nest for the night,Bransles,4 Bed,2 Bath,10 Guests,€23k,326,€21.1k,47%,€137.9,5 (70)
"Small charming farmhouse ""A l 'Orée du Chêne""",Bransles,2 Bed,2 Bath,6 Guests,€23.7k,310,€21k,33%,€208.4,5 (44)
L'Orangerie du Moulin / Gîte du meunier,Bransles,4 Bed,4 Bath,8 Guests,€33.4k,186,€20.2k,35%,€310.2,5 (1)
"Chez Yahmz, gîte insolite",Bransles,2 Bed,1 Bath,10 Guests,€15.9k,220,€12.5k,57%,€99.8,5 (79)
"At Yahmz's, treehouse",Bransles,1 Bed,0 Bath,2 Guests,€10.3k,295,€8.1k,15%,€184.2,5 (20)
L'Orangerie du Moulin / Roulotte Dahlia,Bransles,1 Bed,1 Bath,2 Guests,€12.8k,228,€7.5k,30%,€108.2,0 (0)
house,Bransles,2 Bed,1 Bath,5 Guests,€7.5k,207,€7.5k,25%,€146.3,5 (17)
L'Orangerie du Moulin / Roulotte Euphorbe,Bransles,1 Bed,1 Bath,2 Guests,€12.1k,228,€7.4k,30%,€108.1,0 (0)
L'Orangerie du Moulin / Campanule Caravan,Bransles,1 Bed,1 Bath,2 Guests,€12.4k,231,€7.3k,29%,€108.1,0 (0)
L'Orangerie du Moulin / Roulotte Jacinthe,Bransles,1 Bed,1 Bath,2 Guests,€11.1k,203,€6.9k,32%,€107.9,0 (0)
La Maison du Meunier at Moulin de Madame ,Bransles,4 Bed,2.5 Bath,8 Guests,€26.7k,42,€4.6k,36%,€309,5 (50)
Au Petit Bonheur,Bransles,4 Bed,1 Bath,12 Guests,€4.3k,127,€4.3k,7%,€480.2,5 (9)
unusual weekend at La Plume de Vallombreuse,Bransles,2 Bed,1 Bath,6 Guests,€5.3k,155,€4.1k,18%,€146.7,5 (29)
Rent a room in a country house,Bransles,0 Bed,1 Bath,2 Guests,€4.1k,319,€4.1k,34%,€37.6,5 (110)
Bed and breakfast at parrots,Bransles,2 Bed,1 Bath,5 Guests,€2.3k,178,€2.3k,13%,€100.9,5 (14)
Houseboat Lafurka unusual river room,Bray-sur-Seine,4 Bed,4 Bath,9 Guests,€35.5k,294,€33.5k,19%,€609.6,5 (48)
Apartment T2 right in the center of Bray sur Seine,Bray-sur-Seine,1 Bed,1 Bath,4 Guests,€14.1k,366,€14.1k,57%,€67.4,5 (106)
Studio 2 people in the heart of Bray-sur-Seine,Bray-sur-Seine,0 Bed,1 Bath,2 Guests,€9.4k,284,€7.6k,51%,€52.5,5 (31)
* BEDROOM in the center of Bray sur Seine *,Bray-sur-Seine,0 Bed,1 Bath,2 Guests,€7k,221,€5.7k,44%,€58.4,0 (0)
2 room apartment in Bray-sur-Seine center.,Bray-sur-Seine,1 Bed,1 Bath,4 Guests,€7k,212,€4.6k,30%,€73.3,5 (51)
"* ZEN Loc 2 apartment, 4 beds, 5 people *",Bray-sur-Seine,2 Bed,1 Bath,5 Guests,€7.2k,143,€3.6k,24%,€106,5 (6)
Atypical Cosy Room,Bray-sur-Seine,1 Bed,1.5 Bath,2 Guests,€3.8k,315,€3.5k,29%,€37.7,5 (20)
Room in the center of Bray/Seine,Bray-sur-Seine,0 Bed,1 Bath,2 Guests,€4.3k,231,€3.4k,25%,€58.3,5 (3)
bed and breakfast in Bray sur Seine,Bray-sur-Seine,1 Bed,1 Bath,4 Guests,€3.4k,244,€3.1k,12%,€105,5 (8)
"* ZEN Loc 1 house, 3 beds, 5 people*",Bray-sur-Seine,2 Bed,1 Bath,5 Guests,€8k,105,€2.7k,26%,€101.5,5 (14)
Bed and breakfasts in Seine and Marne,Bray-sur-Seine,2 Bed,1 Bath,6 Guests,€1.7k,114,€1.7k,8%,€186.2,5 (3)
room chez alin,Bray-sur-Seine,2 Bed,1 Bath,4 Guests,€1.2k,75,€1.2k,29%,€54.2,4 (4)
Cozy bed and breakfast,Bray-sur-Seine,1 Bed,1 Bath,2 Guests,€947.3,108,€942.7,26%,€33.7,5 (1)
bed and breakfast in Bray sur Seine,Bray-sur-Seine,1 Bed,1 Bath,2 Guests,€836.1,76,€713.9,12%,€79.3,5 (3)
Big and quiet room,Bray-sur-Seine,1 Bed,1 Bath,2 Guests,€274.7,33,€78.1,6%,€39,5 (2)
La spacious - 4Br - RER C 10min - Paris,Brétigny-sur-Orge,4 Bed,2 Bath,12 Guests,€47.4k,364,€47.2k,54%,€238.4,5 (26)
Mr. GREY ♡ Secret Suite ♡ JACUZZI ♡,Brétigny-sur-Orge,1 Bed,1 Bath,2 Guests,€34.4k,360,€33.7k,45%,€206.7,5 (188)
Apartment 6 pers near Paris+WiFi,Brétigny-sur-Orge,2 Bed,1 Bath,6 Guests,€28.8k,365,€28.7k,70%,€112.6,4 (12)
Cosy & calme au carrefour du Rer C-n104-A6-a10,Brétigny-sur-Orge,3 Bed,1.5 Bath,6 Guests,€34.1k,250,€23.9k,82%,€117.2,5 (3)
Chic Business Evasion - SOnights,Brétigny-sur-Orge,2 Bed,1.5 Bath,4 Guests,€26.8k,309,€23.8k,71%,€108.6,5 (12)
Cozy 2 rooms - balcony - near Paris & transport,Brétigny-sur-Orge,1 Bed,1 Bath,2 Guests,€21.5k,329,€19.9k,95%,€63.9,5 (60)
JUNGLE ♥︎ Secret Suite ♥︎ JACUZZI ♥︎,Brétigny-sur-Orge,1 Bed,1 Bath,2 Guests,€21.9k,331,€19.5k,31%,€193,5 (178)
Hidden Gem - Jacuzzi - Free Secured Parking,Brétigny-sur-Orge,2 Bed,1.5 Bath,6 Guests,€18.5k,153,€18.5k,84%,€144.8,5 (2)
House with garden 30 minutes from central Paris,Brétigny-sur-Orge,3 Bed,1 Bath,6 Guests,€34.5k,138,€18.5k,74%,€181.7,5 (3)
PAVILION with terrace and quiet parking in Bretigny sur orge,Brétigny-sur-Orge,1 Bed,1 Bath,3 Guests,€17.1k,271,€16.5k,44%,€140.2,0 (0)
Equipped apartment with terrace and private parking.,Brétigny-sur-Orge,1 Bed,1 Bath,4 Guests,€22.7k,245,€16.4k,66%,€101.1,5 (8)
"""Fleur d 'Or"" Close to C Evry",Brétigny-sur-Orge,1 Bed,1 Bath,2 Guests,€15.3k,364,€15.2k,65%,€64.1,5 (15)
Small detached house 30min from Paris,Brétigny-sur-Orge,2 Bed,1 Bath,6 Guests,€17.9k,291,€13.9k,49%,€97.5,5 (38)
NEW ! NéMobilier : Up to 8 People - RER C (1 min),Brétigny-sur-Orge,3 Bed,1.5 Bath,8 Guests,€19.1k,260,€13.6k,46%,€112.9,5 (47)
Private independent garden & pool studio,Brétigny-sur-Orge,1 Bed,1 Bath,2 Guests,€11.6k,207,€11.3k,33%,€163.5,0 (0)
Studio Cosy Centre Ville/rer,Brétigny-sur-Orge,1 Bed,1 Bath,2 Guests,€12.5k,208,€11.2k,75%,€72.5,2 (1)
Maison Individuelle en Essonne,Brétigny-sur-Orge,2 Bed,1 Bath,5 Guests,€15.6k,257,€11.2k,39%,€112.3,5 (11)
"""La terracotta"" Rer C -N104-A6",Brétigny-sur-Orge,0 Bed,1 Bath,2 Guests,€10.3k,357,€10.1k,67%,€42.1,5 (2)
NEW: Rustik 'House 2 steps from RER C Station,Breuillet,1 Bed,1 Bath,3 Guests,€19.5k,336,€17.6k,77%,€68.3,5 (208)
Beautiful garden garden house Rer direct Paris,Breuillet,4 Bed,1.5 Bath,8 Guests,€18.5k,195,€12.7k,21%,€309.7,5 (26)
The Loft Usine,Breuillet,5 Bed,5 Bath,14 Guests,€18.7k,92,€11.3k,4%,€2.8k,0 (0)
Pleasant Longère,Breuillet,2 Bed,1 Bath,4 Guests,€20.9k,193,€10.2k,49%,€109,5 (13)
Chalet GR'Home,Breuillet,1 Bed,1 Bath,1 Guests,€9.9k,347,€9.3k,78%,€34.6,5 (154)
La Coquine Home - Single-family home,Breuillet,1 Bed,1 Bath,2 Guests,€7.9k,262,€7.7k,21%,€143.2,5 (35)
Peaceful house with garden,Breuillet,2 Bed,1 Bath,6 Guests,€7.6k,151,€7.4k,64%,€76,5 (10)
LocBreuillet91: 57 sqm two-roomed apartment,Breuillet,1 Bed,1.5 Bath,2 Guests,€8.5k,237,€6.9k,35%,€84.6,5 (24)
La Cage Coquine,Breuillet,1 Bed,0 Bath,2 Guests,€6.9k,308,€6.4k,10%,€207.7,5 (23)
5 bedroom gorgeous home in Breuillet,Breuillet,5 Bed,6.5 Bath,12 Guests,€25.7k,1,€6.2k,100%,€6.2k,0 (0)
Bed and breakfast,Breuillet,1 Bed,1 Bath,2 Guests,€11.5k,175,€6k,62%,€55.4,5 (5)
Le Chalet Coquin,Breuillet,1 Bed,1 Bath,4 Guests,€5.7k,278,€5.7k,15%,€138.8,5 (17)
Breuillet: house ideal for personal or professional stay,Breuillet,4 Bed,2 Bath,8 Guests,€16.5k,54,€5.7k,33%,€314,4 (16)
"House, 3 bedrooms with garden",Breuillet,3 Bed,2 Bath,6 Guests,€3.3k,41,€3k,56%,€132.5,5 (2)
Nature near Paris,Breuillet,3 Bed,1 Bath,6 Guests,€3.7k,16,€3k,100%,€187.8,0 (0)
Room in house with garden -Private bathroom,Breuillet,1 Bed,1.5 Bath,2 Guests,€3.1k,112,€2.6k,50%,€47.3,5 (12)
Païx et Bonheur,Breuillet,1 Bed,1 Bath,2 Guests,€1.9k,229,€1.6k,20%,€36.1,4 (5)
La Coquine Home - Single-family home,Breuillet,1 Bed,1 Bath,2 Guests,€2k,91,€1.6k,12%,€142.1,5 (7)
Charming house near Disney,Brie-Comte-Robert,4 Bed,2 Bath,9 Guests,€40.2k,295,€37.3k,62%,€204.8,5 (16)
3 Bedrooms/Maison Paris Disneyland,Brie-Comte-Robert,3 Bed,2 Bath,9 Guests,€22k,214,€22k,73%,€140.3,4 (11)
Cinema Jacuzzi,Brie-Comte-Robert,1 Bed,1 Bath,2 Guests,€16.9k,360,€16.4k,24%,€192.8,5 (149)
"Modern, spacious and quiet F3 accommodation.",Brie-Comte-Robert,2 Bed,1 Bath,4 Guests,€21.6k,253,€15.1k,85%,€70.7,5 (252)
Quiet little townhouse,Brie-Comte-Robert,1 Bed,1 Bath,4 Guests,€14.2k,346,€14.1k,40%,€101.4,5 (6)
Gaming House/Hot Tub /Movie Theater,Brie-Comte-Robert,2 Bed,1 Bath,5 Guests,€11.3k,37,€11.3k,84%,€364.9,5 (2)
Sauna & Hot Tub,Brie-Comte-Robert,1 Bed,1 Bath,2 Guests,€10.3k,365,€10.3k,14%,€197.6,5 (137)
2 Chambres/Maison Paris Disneyland,Brie-Comte-Robert,2 Bed,1 Bath,6 Guests,€9.3k,291,€9.2k,38%,€83.8,5 (6)
La dîmeresse: charmant 2p coeur de centre médiéval,Brie-Comte-Robert,1 Bed,1 Bath,4 Guests,€19.5k,156,€8.7k,76%,€73.4,5 (38)
Hot tub hammam,Brie-Comte-Robert,1 Bed,1.5 Bath,2 Guests,€10.4k,307,€8.1k,14%,€193.9,5 (97)
Apartment F2 downtown,Brie-Comte-Robert,1 Bed,1 Bath,4 Guests,€8.3k,162,€7.8k,81%,€59.3,5 (4)
Bright apartment near Disneyland Paris,Brie-Comte-Robert,1 Bed,1 Bath,4 Guests,€10.1k,209,€7.3k,66%,€52.8,5 (38)
Beautiful Downtown Duplex,Brie-Comte-Robert,1 Bed,1 Bath,4 Guests,€7.4k,136,€7.3k,50%,€106.9,5 (4)
Independent studio 20 m2 with beautiful terrace,Brie-Comte-Robert,1 Bed,1 Bath,2 Guests,€9.9k,272,€7.2k,68%,€38.9,5 (39)
Beautiful Cosy apartment with private parking.,Brie-Comte-Robert,1 Bed,1 Bath,2 Guests,€8.4k,309,€7.1k,31%,€75,5 (62)
Fully equipped apartment +2 parking spaces,Brie-Comte-Robert,1 Bed,1 Bath,4 Guests,€8.9k,177,€6.4k,54%,€67.4,5 (29)
Paris and Disneyland : vintage paradise,Brie-Comte-Robert,1 Bed,1.5 Bath,4 Guests,€6.9k,287,€6.1k,21%,€100.5,5 (40)
Family home,Brie-Comte-Robert,4 Bed,2 Bath,8 Guests,€27.2k,64,€6k,55%,€170.2,5 (1)
longhouse in the countryside completely renovated in 2020,Briis-sous-Forges,0 Bed,1 Bath,2 Guests,€13.8k,144,€12.2k,42%,€200.6,5 (1)
6 guest house near Paris Olympics,Briis-sous-Forges,2 Bed,1.5 Bath,6 Guests,€10.2k,211,€10.2k,48%,€100.5,5 (8)
"🐣Petit Nid, confort ⭐️, à la campagne 🌾Gesteasy",Briis-sous-Forges,1 Bed,1 Bath,2 Guests,€12.8k,174,€6.3k,45%,€80.3,0 (0)
Equipped studio 30 km from Paris,Briis-sous-Forges,0 Bed,1 Bath,3 Guests,€6.8k,195,€5.5k,59%,€48,4 (11)
grande chambre d''hôtes JO 2024,Briis-sous-Forges,1 Bed,1 Bath,2 Guests,€7k,34,€5.5k,56%,€290.3,0 (0)
Pretty new house 5 rooms south of Paris,Briis-sous-Forges,3 Bed,1.5 Bath,6 Guests,€4k,93,€3.1k,13%,€258.1,5 (4)
"Just like at home, bed and breakfast",Briis-sous-Forges,1 Bed,1.5 Bath,2 Guests,€4k,121,€3.1k,21%,€117.5,0 (0)
apartment 2 people,Briis-sous-Forges,2 Bed,1 Bath,3 Guests,€4.7k,160,€2.9k,20%,€91,5 (9)
Studio tout confort parking gratuit proche Paris,Briis-sous-Forges,0 Bed,1 Bath,3 Guests,€2.8k,170,€2.8k,28%,€57.4,4 (14)
Comme chez vous 2 !,Briis-sous-Forges,1 Bed,1 Bath,2 Guests,€5.1k,54,€2.3k,50%,€84.6,0 (0)
longhouse in the countryside completely renovated in 2020,Briis-sous-Forges,0 Bed,1 Bath,2 Guests,€9.7k,34,€2.1k,41%,€147.2,0 (0)
Warm F2 in the countryside / briis sous forges,Briis-sous-Forges,2 Bed,1 Bath,2 Guests,€1.7k,74,€1.7k,30%,€79.5,0 (2)
City Countryside Apartment - Charm & Convenience,Briis-sous-Forges,1 Bed,1 Bath,2 Guests,€5.8k,43,€1.3k,44%,€68.4,0 (0)
Nice flat near Disney,Brou-sur-Chantereine,3 Bed,1.5 Bath,6 Guests,€29.3k,305,€25k,77%,€106.1,4 (95)
Stylish cosy appartement near Paris,Brou-sur-Chantereine,2 Bed,1.5 Bath,6 Guests,€24.1k,363,€24.1k,55%,€121,4 (69)
"Comfortable, close to Paris and Disney, 4 guests.",Brou-sur-Chantereine,2 Bed,1 Bath,4 Guests,€22.1k,208,€22.1k,50%,€210,5 (3)
New flat with free parking near Disneyland,Brou-sur-Chantereine,2 Bed,1 Bath,6 Guests,€20.8k,352,€19.9k,57%,€100.2,5 (184)
"Studio between Disney, Paris & CDG-Private parking",Brou-sur-Chantereine,0 Bed,1 Bath,2 Guests,€22.5k,303,€19.1k,72%,€87.5,5 (51)
Pleasant F3 4/5 people,Brou-sur-Chantereine,2 Bed,1 Bath,5 Guests,€12.8k,155,€12.4k,59%,€134.8,5 (5)
"Warm, cozy apartment near Paris",Brou-sur-Chantereine,1 Bed,2 Bath,4 Guests,€13.6k,327,€12.3k,46%,€81.4,4 (76)
bedroom in the Parisian countryside,Brou-sur-Chantereine,0 Bed,1 Bath,2 Guests,€12.2k,216,€12.2k,51%,€110.5,5 (1)
Apt marble on chantereine,Brou-sur-Chantereine,2 Bed,1 Bath,6 Guests,€12k,203,€11.8k,41%,€140.9,5 (8)
Beautiful renovated train station apartment 4 pers wifi,Brou-sur-Chantereine,1 Bed,1 Bath,4 Guests,€11.7k,214,€11.1k,50%,€105.1,4 (3)
Maison Disney - Paris -7 pers Jardin near JO24,Brou-sur-Chantereine,3 Bed,1 Bath,7 Guests,€11k,118,€11k,46%,€203.9,5 (4)
Magnifique Appart gare parking 4 pers wifi,Brou-sur-Chantereine,1 Bed,1 Bath,4 Guests,€6.4k,152,€6.3k,38%,€108.7,5 (1)
Cozy apartment near Disney,Brou-sur-Chantereine,1 Bed,1 Bath,4 Guests,€7.1k,203,€6.1k,35%,€84.9,5 (1)
Apartment in Brou sur Chantereine,Brou-sur-Chantereine,1 Bed,1.5 Bath,4 Guests,€17.9k,100,€5.4k,72%,€74.6,5 (4)
Appartement proche Paris et Disney,Brou-sur-Chantereine,1 Bed,1 Bath,2 Guests,€8.5k,122,€5.3k,49%,€88.2,0 (0)
Private room in apartment F4 74m² in Brou,Brou-sur-Chantereine,0 Bed,1 Bath,2 Guests,€8.6k,201,€4.8k,60%,€39.5,5 (32)
Independent studio located in Brou sur Chantereine,Brou-sur-Chantereine,1 Bed,1 Bath,2 Guests,€6.2k,148,€4.5k,67%,€45.2,5 (34)
Family from Disney in Paris!,Brou-sur-Chantereine,4 Bed,2 Bath,9 Guests,€4.3k,81,€4.1k,26%,€197.5,5 (10)
Paris entire villa 16 / pers with garden view!,Brunoy,5 Bed,5.5 Bath,15 Guests,€112.3k,355,€109.7k,38%,€806.9,5 (189)
La maison élégante -Proche Paris,Brunoy,6 Bed,5 Bath,12 Guests,€92.6k,186,€56.1k,55%,€544.5,5 (7)
Quiet Chaumière 25 min from Paris and Orly,Brunoy,3 Bed,2.5 Bath,7 Guests,€37.3k,298,€33.1k,67%,€164.5,5 (35)
La Maison Élégante - Charmante Demeure de Maître de 225m² - Proche Paris,Brunoy,6 Bed,5 Bath,12 Guests,€36.9k,97,€24.3k,49%,€506.7,0 (0)
Maison de standing piscine,Brunoy,3 Bed,3 Bath,6 Guests,€29.1k,120,€16.5k,58%,€238.5,5 (6)
Charming Quiet House,Brunoy,4 Bed,2 Bath,10 Guests,€17.9k,188,€16.2k,33%,€261.2,5 (17)
"Independent house T2 (2 rooms), 40 m2",Brunoy,1 Bed,1 Bath,3 Guests,€15.9k,317,€13.7k,53%,€81.8,5 (34)
independent t2 close to cndfi koreva,Brunoy,1 Bed,1 Bath,2 Guests,€13.5k,358,€13.3k,71%,€52,5 (91)
QUIET HOUSE 20 km from PARIS,Brunoy,2 Bed,1 Bath,3 Guests,€24.3k,196,€12.8k,61%,€107.6,5 (46)
Le Gauguin: Quiet F2 35 min Paris,Brunoy,1 Bed,1 Bath,4 Guests,€15k,259,€12.6k,70%,€69.5,5 (35)
Maison Bohème à 30' de Paris,Brunoy,2 Bed,1 Bath,6 Guests,€12.5k,73,€11.6k,97%,€163.9,0 (0)
Modėrn SPÅ - Cosy & Chic - Jaccuzi,Brunoy,1 Bed,2 Bath,2 Guests,€10.5k,336,€10.4k,16%,€195.5,5 (34)
